article_id,article_url,category,ranking_mode,resolver_mode,human_correct,system_name,match,human_level,system_level,level_match,human_city,system_city,city_match,system_postal,elapsed_s
19,https://yle.fi/a/74-20211457,Culture and Music,postal_first,static,Lappeenranta,Lappeenranta,1,CITY,CITY,1,,Lappeenranta,0,,25.46
20,https://yle.fi/a/74-20210581,City or Municipality,postal_first,static,Seinäjoki,Seinäjoki,1,CITY,CITY,1,,Seinäjoki,0,,27.35
21,https://yle.fi/a/74-20203626,Authority Info,postal_first,static,Rovaniemi,Rovaniemi,1,CITY,CITY,1,,Rovaniemi,0,,17.92
22,https://yle.fi/a/74-20133978,Traffic and Street Work,postal_first,static,Maunula,Maunula,1,POSTAL,POSTAL,1,Helsinki,Helsinki,1,Maunula,14.15
23,https://yle.fi/a/74-20159710,Traffic and Street Work,postal_first,static,Eskolanmäki,Eskolanmäki,1,POSTAL,POSTAL,1,Kuopio,Kouvola,0,Eskolanmäki,14.04
24,https://yle.fi/a/74-20134982,Authority Info,postal_first,static,Pääskyvuori,Pääskyvuori,1,POSTAL,POSTAL,1,Turku,Turku,1,Pääskyvuori,15.94
25,https://yle.fi/a/74-20116936,City or Municipality,postal_first,static,Sörnäinen,Helsinki,0,POSTAL,CITY,0,Helsinki,Helsinki,1,,31.34
26,https://yle.fi/a/74-20183616,Authority Info,postal_first,static,Hietalahti,Hietalahti,1,POSTAL,POSTAL,1,Helsinki,Helsinki,1,Hietalahti,30.29
27,https://yle.fi/a/74-20197628,City or Municipality,postal_first,static,Hiltulanlahti,Hiltulanlahti,1,POSTAL,POSTAL,1,Kuopio,Kuopio,1,70870,21.22
28,https://yle.fi/a/74-20152114,Local News,postal_first,static,Suulisniemi,Kotka,0,POSTAL,CITY,0,Kotka,Kotka,1,,23.06
29,https://yle.fi/a/74-20187030,City or Municipality,postal_first,static,Sammonlahti,Sammonlahti,1,POSTAL,POSTAL,1,Lappeenranta,Lappeenranta,1,Sammonlahti,29.23
30,https://yle.fi/a/74-20075992,Traffic and Street Work,postal_first,static,Turku,Turku,1,CITY,CITY,1,,Turku,0,,41.48
31,https://yle.fi/a/74-20003640,Local News,postal_first,static,Hietaniemi,Hietaniemi,1,POSTAL,POSTAL,1,Helsinki,Helsinki,1,Hietaniemi,46.37
32,https://yle.fi/a/74-20181807,Authority Alerts,postal_first,static,Lassila,Helsinki,0,POSTAL,CITY,0,Helsinki,Helsinki,1,,43.14
33,https://poliisi.fi/-/mantyharjulta-anastettu-klapikone,Authority Alerts,postal_first,static,Mäntyharju,Mäntyharju,1,CITY,CITY,1,,Mäntyharju,0,,9.95
34,https://www.lohja.fi/muut-uutiset/lohja-yrityspitovoimatutkimus-2021/,City or Municipality,postal_first,static,Lohja,Lohja,1,CITY,CITY,1,,Lohja,0,,26.35
35,https://www.aamulehti.fi/musiikki/art-2000009238759.html,Culture and Music,postal_first,static,Vesilahti,Vesilahti,1,CITY,CITY,1,,Vesilahti,0,,23.33
36,https://poliisi.fi/-/poliisi-tutkii-tapon-yritysta-raumalla,Authority Info,postal_first,static,Rauma,Rauma,1,CITY,CITY,1,,Rauma,0,,14.37
37,https://poliisi.fi/-/poliisi-harjoittelee-kaitaan-metroasemalla-espoossa-30.3,Authority Info,postal_first,static,Kaitaa,Kaitaa,1,POSTAL,POSTAL,1,Espoo,Espoo,1,Kaitaa,18.26
38,https://www.kokkola.fi/tiedotteet/valtakunnallinen-ilmapuolustusharjoitus-lohtajalla-15-24-11/,City or Municipality,postal_first,static,Lohtaja,Lohtaja,1,CITY,CITY,1,,Lohtaja,0,,28.01
39,https://www.jarvenpaa.fi/a/powerfestival-rantautuu-jarvenpaahan/,Culture and Music,postal_first,static,Järvenpää,Järvenpää,1,CITY,CITY,1,,Järvenpää,0,,15.36
40,https://www.seinajoki.fi/virtuaalivesijumppaa-monitoimialtaalla/,Sports and Fitness,postal_first,static,Seinäjoki,Seinäjoki,1,CITY,CITY,1,,Seinäjoki,0,,12.69
41,https://yle.fi/a/3-12636602,Local News,postal_first,static,Lieksa,Lieksa,1,CITY,CITY,1,,Lieksa,0,,20.24
42,https://poliisi.fi/-/poliisi-ei-epaile-rikosta-lampokeskukseen-tunkeutumisesta-helsingissa,Authority Info,postal_first,static,Hernesaari,Hernesaari,1,POSTAL,POSTAL,1,Helsinki,Helsinki,1,Hernesaari,16.61
43,https://www.suomenuutiset.fi/pahoinpitelyista-ja-ryostoista-epailty-nuorisojoukko-herattaa-huolta-ja-kuumotusta-helsingin-onnellisten-saarella/,Authority Info,postal_first,static,Lauttasaari,Lauttasaari,1,POSTAL,POSTAL,1,Helsinki,Helsinki,1,200,44.9
44,https://poliisi.fi/-/poliisi-tutkii-vuosaaressa-tapahtunutta-tapon-yritysta,Authority Alerts,postal_first,static,Vuosaari,Vuosaari,1,POSTAL,POSTAL,1,Helsinki,Helsinki,1,980,16.53
45,https://poliisi.fi/-/poliisi-jatkaa-malminkartanossa-tapahtuneen-henkirikoksen-tutkintaa,Authority Alerts,postal_first,static,Malminkartano,Malminkartano,1,POSTAL,POSTAL,1,Helsinki,Helsinki,1,410,14.13
46,https://poliisi.fi/-/poliisi-pyytaa-havaintoja-oulun-alppilassa-tapahtuneesta-torkeasta-ryostosta,Authority Alerts,postal_first,static,Alppila,Alppila,1,POSTAL,POSTAL,1,Oulu,Oulu,1,Alppila,17.82
47,https://nuorten.hel.fi/en/events/?event_id=helsinki:agntkoltny,Culture and Music,postal_first,static,Kanneltalo,Kanneltalo,1,POSTAL,POSTAL,1,Helsinki,Helsinki,1,Kanneltalo,22.14
48,https://www.ouka.fi/uutiset/tuiran-kirjasto-sulkeutuu-304-muuton-vuoksi,City or Municipality,postal_first,static,Tuira,Tuira kirjasto,0,POSTAL,POSTAL,1,Oulu,,0,,20.2
49,https://kalenteri.turku.fi/fi-FI/page/68219583a421a20ddcd0db91,Culture and Music,postal_first,static,Kupittaanpuisto,Turku,0,POSTAL,CITY,0,Turku,Turku,1,,27.56
50,https://hervantaopenair.com/,Culture and Music,postal_first,static,Hervanta,Hervanta Open Air,0,POSTAL,POSTAL,1,Tampere,,0,,71.06
51,https://tapahtumat.tampere.fi/fi-FI/page/65cb1b054921d33b28e7812b?count=24&sort=creationDate&reverse=true,Culture and Music,postal_first,static,Tammela,Tammela stadioni,0,POSTAL,POSTAL,1,Tampere,,0,,18.29
52,https://www.hel.fi/fi/uutiset/kallion-kesakatujen-rakentaminen-alkaa,Traffic and Street Work,postal_first,static,Kallio,Kallio,1,POSTAL,POSTAL,1,Helsinki,Helsinki,1,Kallio,58.33
53,https://www.hel.fi/fi/uutiset/mellunmaenluhdan-luonnonsuojelualueelle-hoito-ja-kayttosuunnitelma,Traffic and Street Work,postal_first,static,Mellunmäki,Helsinki,0,POSTAL,CITY,0,Helsinki,Helsinki,1,,29.58
54,https://www.hel.fi/fi/uutiset/itavaylan-ylittava-silta-suljetaan-korjauksen-ajaksi-kulosaaressa,Traffic and Street Work,postal_first,static,Kulosaari,Kulosaari,1,POSTAL,POSTAL,1,Helsinki,Helsinki,1,Kulosaari,19.94
55,https://www.hel.fi/fi/uutiset/fredrikintorin-peruskorjaus-alkaa-punavuoressa,City or Municipality,postal_first,static,Punavuori,Punavuori,1,POSTAL,POSTAL,1,Helsinki,Helsinki,1,120,19.71
56,https://www.vantaa.fi/fi/ajankohtaista/uutinen/ratatien-lapiajo-paattyy,Traffic and Street Work,postal_first,static,Tikkurila,Tikkurila,1,POSTAL,POSTAL,1,Vantaa,Vantaa,1,1300,17.22
57,https://www.mtvuutiset.fi/artikkeli/espoon-matinkylassa-on-viime-vuosina-poltettu-ainakin-10-autoa-poliisi-tuskastuttavassa-tilanteessa-ei-ainoan-ainutta-vihjetta/7881806,Authority Info,postal_first,static,Matinkylä,Matinkylä,1,POSTAL,POSTAL,1,Espoo,Espoo,1,2230,25.46
58,https://kirkkonummi.fi/talviloman-maksuttomat-yleisoluisteluvuorot/,Sports and Fitness,postal_first,static,Kirkkonummi,Kirkkonummi,1,CITY,CITY,1,,Kirkkonummi,0,,21.87
59,https://www.ylojarvi.fi/verkkopuntari-hyvinvoinnin-verkkovalmennus-nuorille/,Sports and Fitness,postal_first,static,Ylöjärvi,Ylöjärvi,1,CITY,CITY,1,,Ylöjärvi,0,,19.04
60,https://saarijarvi.fi/ajankohtaista/saarijarven-kaupungin-vapaa-aikapalvelut-pyytaa-esityksia-vuonna-2025-menestyneista-urheilijoista/,Sports and Fitness,postal_first,static,Saarijärvi,Saarijärvi,1,CITY,CITY,1,,Saarijärvi,0,,22.57
